Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
1.823867e+00                 3             2        7              3           9            0
1.826694e+00                 3             2        7              3           9            0
1.829526e+00                 3             2        7              3           9            0
1.832361e+00                 3             2        7              3           9            0
1.835202e+00                 3             2        7              3           9            0
1.838046e+00                 3             2        7              3           9            0
1.840896e+00                 3             2        7              3           9            0
1.843749e+00                 3             2        7              3           9            0
1.846607e+00                 3             2        7              3           9            0
1.849469e+00                 3             2        7              3           9            0
1.852336e+00                 3             2        7              3           9            0
1.855207e+00                 3             2        7              3           9            0
1.858083e+00                 3             2        7              3           9            0
1.860963e+00                 3             2        7              3           9            0
1.863848e+00                 3             2        7              3           9            0
1.866737e+00                 3             2        7              3           9            0
1.869630e+00                 3             2        7              3           9            0
1.872528e+00                 3             2        7              3           9            0
1.875431e+00                 3             2        7              3           9            0
1.878338e+00                 3             2        7              3           9            0
1.881250e+00                 3             2        7              3           9            0
1.884166e+00                 3             2        7              3           9            0
1.887086e+00                 3             2        7              3           9            0
1.890011e+00                 3             2        7              3           9            0
1.892941e+00                 3             2        7              3           9            0
1.895875e+00                 3             2        7              3           9            0
1.898814e+00                 3             2        7              3           9            0
1.901757e+00                 3             2        7              3           9            0
1.904705e+00                 3             2        7              3           9            0
1.907657e+00                 3             2        7              3           9            0
1.910614e+00                 3             2        7              3           9            0
1.913576e+00                 3             2        7              3           9            0
1.916542e+00                 3             2        7              3           9            0
1.919513e+00                 3             2        7              3           9            0
1.922488e+00                 3             2        7              3           9            0
1.925468e+00                 3             2        7              3           9            0
1.928453e+00                 3             2        7              3           9            0
1.931442e+00                 3             2        7              3           9            0
1.934436e+00                 3             2        7              3           9            0
1.937434e+00                 3             2        7              3           9            0
1.940438e+00                 3             2        7              3           9            0
1.943445e+00                 3             2        7              3           9            0
1.946458e+00                 3             2        7              3           9            0
1.949475e+00                 3             2        7              3           9            0
1.952497e+00                 3             2        7              3           9            0
1.955523e+00                 3             2        7              3           9            0
1.958554e+00                 3             2        7              3           9            0
1.961590e+00                 3             2        7              3           9            0
1.964631e+00                 3             2        7              3           9            0
1.967676e+00                 3             2        7              3           9            0
1.970726e+00                 3             2        7              3           9            0
1.973781e+00                 3             2        7              3           9            0
1.976841e+00                 3             2        7              3           9            0
1.979905e+00                 3             2        7              3           9            0
1.982974e+00                 3             2        7              3           9            0
1.986047e+00                 3             2        7              3           9            0
1.989126e+00                 3             2        7              3           9            0
1.992209e+00                 3             2        7              3           9            0
1.995297e+00                 3             2        7              3           9            0
1.998390e+00                 3             2        7              3           9            0
2.001488e+00                 3             2        7              3           9            0
2.004590e+00                 3             2        7              3           9            0
2.007697e+00                 3             2        7              3           9            0
2.010809e+00                 3             2        7              3           9            0
2.013926e+00                 3             2        7              3           9            0
2.017048e+00                 3             2        7              3           9            0
2.020175e+00                 3             2        7              3           9            0
2.023306e+00                 3             2        7              3           9            0
2.026442e+00                 3             2        7              3           9            0
2.029583e+00                 3             2        7              3           9            0
2.032729e+00                 3             2        7              3           9            0
2.035880e+00                 3             2        7              3           9            0
2.039036e+00                 3             2        7              3           9            0
2.042197e+00                 3             2        7              3           9            0
2.045362e+00                 3             2        7              3           9            0
2.048533e+00                 3             2        7              3           9            0
2.051708e+00                 3             2        7              3           9            0
2.054888e+00                 3             2        7              3           9            0
2.058073e+00                 3             2        7              3           9            0
